Model,Sampler,Method,AUC,CV,Stability,Kuncheva,Cosine,I,Q,S(α=0.5)
RF,None,SHAP,0.787389440463397,0.6635722299805789,0.33642777001942115,0.7263157894736842,0.5009499856273428,0.521231181706816,,0.7677220455391476
RF,None,Banzhaf,0.787389440463397,0.7055033334112336,0.2944966665887664,0.17894736842105263,0.3723012661521607,0.2819151003873266,,0.6184768617554582
RF,None,Myerson,0.787389440463397,0.5339456144538556,0.4660543855461444,0.3052631578947368,0.4936700894131321,0.4216625442846711,,0.7056278498243134
RF,None,Owen-Domain,0.787389440463397,0.18090700848554614,0.8190929915144538,1.0,0.6016493920457492,0.8069141278534009,1.750381195610541,0.9458830933318043
RF,None,Owen-Data,0.787389440463397,0.34328213612163194,0.6567178638783681,0.28421052631578947,0.4105203548340772,0.45048291500941157,2.1111937285390665,0.7236011573505455
RF,None,Owen-Model,0.787389440463397,0.3411897401843475,0.6588102598156524,0.8315789473684211,0.5118275235971231,0.6674055769270655,2.0230647161580393,0.858881086581573
RF,None,R-Myerson,0.787389440463397,0.33959531434144935,0.6604046856585506,1.0,0.5347222222222222,0.7317089692935909,,0.898982744433996
RF,SMOTE,SHAP,0.7838608438086659,0.6728268952066832,0.32717310479331685,0.8105263157894737,0.6243564255684309,0.5873519487170737,,0.7025177584584188
RF,SMOTE,Banzhaf,0.7838608438086659,0.6690698283132424,0.33093017168675765,0.19999999999999998,0.33057694783384645,0.28716903984020137,,0.5153140688566252
RF,SMOTE,Myerson,0.7838608438086659,0.524133507950059,0.475866492049941,0.2842105263157895,0.7303994179072463,0.4968254787576589,,0.6460625483785551
RF,SMOTE,Owen-Domain,0.7838608438086659,0.16756471407812681,0.8324352859218732,1.0,0.5896198224971819,0.8073517028063517,1.750381195610541,0.8397166610578106
RF,SMOTE,Owen-Data,0.7838608438086659,0.3038714838413118,0.6961285161586882,0.07368421052631578,0.4387778162146779,0.402863514299894,2.1111937285390665,0.5874648537445106
RF,SMOTE,Owen-Model,0.7838608438086659,0.388489369458892,0.611510630541108,0.2421052631578947,0.4403218940072134,0.431312595902072,1.9017546133350802,0.6052066134657302
RF,SMOTE,R-Myerson,0.7838608438086659,0.26059128371195855,0.7394087162880414,1.0,0.6458333333333334,0.7950806832071249,,0.8320640596730547
RF,SMOTETomek,SHAP,0.7805582248640325,0.7031026895561102,0.2968973104438898,0.6842105263157895,0.5645183116736253,0.5152087161444349,,0.5579041731501513
RF,SMOTETomek,Banzhaf,0.7805582248640325,0.7259430215973932,0.2740569784026068,0.11578947368421051,0.047611163864752094,0.14581920531718978,,0.32754102694109766
RF,SMOTETomek,Myerson,0.7805582248640325,0.545852526630267,0.45414747336973305,0.24210526315789474,0.6359619463274218,0.44407156095168315,,0.5135407616232116
RF,SMOTETomek,Owen-Domain,0.7805582248640325,0.20953272712057375,0.7904672728794262,0.41052631578947363,0.6437576932723891,0.6149170939804296,1.750381195610541,0.6200855154688911
RF,SMOTETomek,Owen-Data,0.7805582248640325,0.29329040253070604,0.706709597469294,0.03157894736842104,0.5099662905522363,0.41608494512998373,2.1111937285390665,0.4960874103951473
RF,SMOTETomek,Owen-Model,0.7805582248640325,0.3887288037878458,0.6112711962121542,0.5368421052631579,0.5855239279124643,0.5778790764625921,1.8542388235205132,0.5969874198417378
RF,SMOTETomek,R-Myerson,0.7805582248640325,0.2335668760897708,0.7664331239102292,1.0,0.625,0.797144374636743,,0.7337282921765951
RF,CostSensitive,SHAP,0.7865740162700237,0.6502796929110237,0.3497203070889763,0.6631578947368421,0.4830108527114696,0.49862968484576264,,0.729029941297934
RF,CostSensitive,Banzhaf,0.7865740162700237,0.7441194397578482,0.2558805602421518,0.13684210526315788,0.1563635391148929,0.18302873487340085,,0.5322110667733652
RF,CostSensitive,Myerson,0.7865740162700237,0.5351802739765444,0.46481972602345556,0.3052631578947368,0.4661058840386758,0.41206292265228933,,0.6750441319787684
RF,CostSensitive,Owen-Domain,0.7865740162700237,0.18813761381412775,0.8118623861858723,1.0,0.615699306852399,0.809187231012757,1.750381195610541,0.9227035874547418
RF,CostSensitive,Owen-Data,0.7865740162700237,0.3785892800033993,0.6214107199966007,0.28421052631578947,0.4423947592952943,0.44933866853589477,2.1111937285390665,0.6982904826393654
RF,CostSensitive,Owen-Model,0.7865740162700237,0.35856799748081175,0.6414320025191882,0.7473684210526317,0.527082296024254,0.6386275731986912,1.9996026020069269,0.8163371145616793
RF,CostSensitive,R-Myerson,0.7865740162700237,0.3463724266361096,0.6536275733638903,1.0,0.5625,0.7387091911212967,,0.8787512213691846
XGB,None,SHAP,0.7799834564807342,0.7271975874900818,0.2728024125099182,0.5368421052631579,0.778702974319458,0.5294491640308446,,0.5494472152147896
XGB,None,Banzhaf,0.7799834564807342,0.7003547676913948,0.2996452323086052,0.34736842105263155,0.22096171227342107,0.28932512187821924,,0.3996981611422064
XGB,None,Myerson,0.7799834564807342,0.5290082428976697,0.4709917571023303,0.4947368421052632,0.7710379201959593,0.5789221731345175,,0.5803001704165447
XGB,None,Owen-Domain,0.7799834564807342,0.15105634860213119,0.8489436513978688,1.0,0.6766599692282159,0.8418678735420282,1.750381195610541,0.7442815425252562
XGB,None,Owen-Data,0.7799834564807342,0.4162389811874627,0.5837610188125373,0.34736842105263155,0.4179969247177797,0.44970878819431614,2.1111937285390665,0.4997185593673149
XGB,None,Owen-Model,0.7799834564807342,0.37510751006133614,0.6248924899386639,0.8736842105263158,0.592250364567249,0.6969423550107429,2.9601057482629223,0.6539013410407073
XGB,None,R-Myerson,0.7799834564807342,0.35962178738519507,0.640378212614805,1.0,0.7847222222222222,0.8083668116123424,,0.7233892058419982
XGB,SMOTE,SHAP,0.7812899002781035,0.7739163637161255,0.2260836362838745,0.6210526315789474,0.9508092403411865,0.5993151694013361,,0.6324264778803095
XGB,SMOTE,Banzhaf,0.7812899002781035,0.8145619543904258,0.18543804560957422,-0.010526315789473705,0.10089577329685101,0.09193583437231717,,0.3160084516158738
XGB,SMOTE,Myerson,0.7812899002781035,0.47465266398545125,0.5253473360145487,0.5789473684210525,0.9503076324143516,0.6848674456166509,,0.6857796212063605
XGB,SMOTE,Owen-Domain,0.7812899002781035,0.19984332312228648,0.8001566768777135,1.0,0.8744404716851913,0.8915323828543016,1.750381195610541,0.8146625043357274
XGB,SMOTE,Owen-Data,0.7812899002781035,0.3865698410432269,0.6134301589567731,0.22105263157894736,0.5397927088107513,0.4580918331154905,2.1111937285390665,0.5443550759823781
XGB,SMOTE,Owen-Model,0.7812899002781035,0.36410893901656016,0.6358910609834398,0.2421052631578947,0.6814164609322976,0.5198042616912106,3.531763583561224,0.5828409257160837
XGB,SMOTE,R-Myerson,0.7812899002781035,0.18615754915619082,0.8138424508438091,1.0,0.8472222222222222,0.8870215576886771,,0.811849409088856
XGB,SMOTETomek,SHAP,0.7721551055262488,0.8125964403152466,0.18740355968475342,0.6,0.9476355910301208,0.5783463835716247,,0.3438006579634931
XGB,SMOTETomek,Banzhaf,0.7721551055262488,0.6908288318300233,0.3091711681699767,0.22105263157894736,0.4678158913205868,0.33267989702317025,,0.1905951578054415
XGB,SMOTETomek,Myerson,0.7721551055262488,0.5156073850041563,0.48439261499584374,0.6210526315789474,0.9499056369243931,0.6851169611663948,,0.4103862145544384
XGB,SMOTETomek,Owen-Domain,0.7721551055262488,0.20664747246788187,0.7933525275321182,1.0,0.8731829261284004,0.8888451512201729,1.750381195610541,0.5374376479510221
XGB,SMOTETomek,Owen-Data,0.7721551055262488,0.3859129052239215,0.6140870947760785,0.22105263157894736,0.5960539585358436,0.4770645616302898,2.1111937285390665,0.28063806543632547
